ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,USD Purchase Amount,USD Purchase Amount Clean
378,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-24,2020-06-30,No,Yes,On,US/Canada,Consumer,Web,No,Yes,2,2,0,1,0,35.97,35.97
382,ENG,Limited,RENEWAL,Web,35.97,USD,2020-01-14,2020-07-14,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,35.97,35.97
384,ESC,Limited,RENEWAL,Web,35.97,USD,2019-09-05,2020-06-05,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,6,0,3,0,35.97,35.97
386,FRA,Limited,RENEWAL,Web,72.36,EUR,2019-09-02,2020-09-10,No,No,On,Other,Other,Unknown,No,No,3,3,0,1,0,79.596,79.596
387,POR,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-14,2019-10-14,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,127,24,6,12,1,35.97,35.97
393,EBR,Limited,INITIAL_PURCHASE,Web,78.0,USD,2018-11-12,2020-03-12,No,No,Off,Other,Consumer,Web,No,Yes,9,9,0,2,0,78.0,78.0
397,ALL,Lifetime,INITIAL_PURCHASE,Web,188.28,USD,2020-03-20,2099-01-01,No,No,Off,US/Canada,Consumer,Web,No,Yes,25,7,6,3,2,188.28,188.28
399,ALL,Lifetime,INITIAL_PURCHASE,Web,49.0,USD,2019-08-27,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,7,3,0,1,0,49.0,49.0
401,DEU,Limited,RENEWAL,Web,119.0,USD,2019-02-10,2020-02-10,No,No,Off,US/Canada,Consumer,Web,No,Yes,29,0,0,0,0,119.0,119.0
402,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-02,2019-09-02,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,83,0,0,0,0,0.0,0.0
403,ESC,Limited,INITIAL_PURCHASE,Web,59.0,EUR,2020-01-19,2020-04-22,No,Yes,Off,Europe,Consumer,Web,No,Yes,5,5,3,3,2,64.9,64.9
405,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-16,2019-12-30,No,No,Off,US/Canada,Consumer,Web,No,Yes,51,4,2,3,1,0.0,0.0
406,ESP,Limited,INITIAL_PURCHASE,Web,42.27,USD,2019-08-25,2020-02-28,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,42.27,42.27
408,KOR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2020-01-13,2020-04-20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,14,2,0,2,0,39.0,39.0
414,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-20,2099-01-01,No,No,Off,US/Canada,Consumer,Web,No,Yes,73,54,6,14,2,199.0,199.0
417,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-11-15,2020-11-15,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,5,0,2,0,65.94,65.94
421,DEU,Limited,INITIAL_PURCHASE,Web,29.4,GBP,2019-07-13,2019-10-13,Yes,No,On,Europe,Consumer,Web,Yes,Yes,2,0,0,0,0,37.044,37.044
424,CHI,Limited,INITIAL_PURCHASE,Web,72.6,USD,2019-11-17,2020-11-17,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,72.6,72.6
428,FRA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-22,2019-10-25,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,122,0,0,0,0,39.0,39.0
430,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-18,2020-05-18,No,No,On,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,35.97,35.97
432,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-15,2021-03-15,No,No,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0,95.88,95.88
435,FRA,Lifetime,INITIAL_PURCHASE,Web,0.0,EUR,2019-04-26,2099-01-01,No,No,Off,Europe,Consumer,Web,Yes,Yes,19,0,0,0,0,0.0,0.0
436,ESC,Limited,INITIAL_PURCHASE,Web,24.5,EUR,2019-11-15,2020-02-15,No,No,Off,US/Canada,Consumer,Web,No,Yes,3,3,3,1,1,26.950000000000003,26.950000000000003
437,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,2020-03-19,2021-03-19,No,No,On,US/Canada,Consumer,Web,Yes,Yes,24,15,15,1,1,104.39,104.39
442,RUS,Lifetime,INITIAL_PURCHASE,Web,179.0,USD,2019-12-03,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,9,8,0,2,0,179.0,179.0
445,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-16,2021-03-16,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,51,1,1,1,1,95.88,95.88
446,TGL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-16,2021-12-16,No,No,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0.0,0.0
448,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-10,2020-04-10,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,21,8,0,2,0,39.0,39.0
454,ITA,Limited,INITIAL_PURCHASE,Web,38.22,USD,2020-02-04,2020-05-04,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,17,1,0,1,0,38.22,38.22
455,ITA,Limited,INITIAL_PURCHASE,Web,34.3,EUR,2020-03-18,2020-06-18,No,Yes,On,Europe,Consumer,Web,Yes,Yes,7,1,1,1,1,37.73,37.73
456,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-20,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,23,22,0,4,0,199.0,199.0
457,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-13,2019-05-13,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,46,0,0,0,0,0.0,0.0
458,ALL,Lifetime,INITIAL_PURCHASE,Web,204.12,USD,2020-01-02,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,204.12,204.12
462,ESP,Limited,RENEWAL,Web,79.0,USD,2019-10-24,2020-04-24,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,9,7,0,2,0,79.0,79.0
463,KOR,Limited,INITIAL_PURCHASE,Web,0.0,EUR,2018-11-23,2019-11-23,No,No,Off,Europe,Consumer,Web,Yes,Yes,144,15,0,12,0,0.0,0.0
466,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-03-17,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,14,6,0,3,0,212.13,212.13
468,ESP,Limited,INITIAL_PURCHASE,Web,126.44,USD,2019-10-13,2020-04-16,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,5,4,0,3,0,126.44,126.44
469,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,2020-03-05,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,212.93,212.93
474,ESC,Limited,INITIAL_PURCHASE,Web,42.0,EUR,2020-02-13,2020-05-13,Yes,No,On,Europe,Consumer,App,No,Yes,3,2,0,2,0,46.2,46.2
476,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-09,2020-04-12,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0,79.0,79.0
478,KOR,Limited,INITIAL_PURCHASE,Web,39.0,EUR,2020-03-07,2020-06-07,Yes,No,On,Europe,Consumer,App,No,Yes,12,0,0,0,0,42.900000000000006,42.900000000000006
479,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-31,2019-08-31,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0.0,0.0
480,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-31,2020-04-30,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,14,0,0,0,0,35.97,35.97
482,ALL,Lifetime,INITIAL_PURCHASE,Web,218.9,USD,2020-03-21,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,55,7,3,3,1,218.9,218.9
491,ALL,Lifetime,INITIAL_PURCHASE,Web,201.76,USD,2020-03-07,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,236,176,16,68,4,201.76,201.76
492,CHI,Limited,INITIAL_PURCHASE,Web,65.94,USD,2020-01-20,2021-01-20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,96,81,13,28,3,65.94,65.94
493,ITA,Limited,INITIAL_PURCHASE,Web,8.29,GBP,2019-02-13,2021-02-13,No,No,Off,Europe,Consumer,Web,No,Yes,48,48,38,2,1,10.4454,10.4454
496,ALL,Lifetime,INITIAL_PURCHASE,Web,189.84,USD,2020-03-08,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,8,3,0,1,0,189.84,189.84
510,DEU,Lifetime,INITIAL_PURCHASE,Web,99.0,GBP,2019-11-24,2099-01-01,No,No,Off,Europe,Consumer,Web,No,Yes,1,0,0,0,0,124.74,124.74
511,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-18,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,144,19,6,11,3,199.0,199.0
513,EBR,Limited,INITIAL_PURCHASE,Web,53.4,EUR,2019-11-07,2020-05-14,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,66,63,0,34,0,58.74,58.74
515,FRA,Lifetime,INITIAL_PURCHASE,Web,0.0,USD,2019-01-10,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,6,0,1,0,0.0,0.0
516,ALL,Lifetime,INITIAL_PURCHASE,Web,205.3,USD,2020-01-07,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,28,17,1,8,1,205.3,205.3
517,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-24,2019-12-24,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0.0,0.0
531,DEU,Limited,INITIAL_PURCHASE,Web,99.0,USD,2019-07-20,2021-07-20,No,No,Off,US/Canada,Consumer,Web,No,Yes,14,14,0,1,0,99.0,99.0
533,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-10,2019-12-10,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,195,31,0,28,0,0.0,0.0
534,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-05,2020-04-05,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,86,82,44,13,2,35.97,35.97
536,ESP,Limited,INITIAL_PURCHASE,Web,25.0,GBP,2019-09-30,2019-12-30,Yes,No,Off,Europe,Consumer,App,Yes,Yes,2,0,0,0,0,31.5,31.5
537,DEU,Limited,RENEWAL,Web,16.0,EUR,2019-03-24,2020-01-24,Yes,No,Off,Europe,Consumer,App,No,Yes,24,24,24,1,1,17.6,17.6
539,RUS,Limited,RENEWAL,Web,79.0,USD,2019-04-18,2019-10-18,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,121,0,0,0,0,79.0,79.0
540,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-10,2019-05-21,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,7,6,2,1,0.0,0.0
541,ITA,Limited,RENEWAL,Web,6.67,GBP,2018-11-04,2020-05-04,No,No,On,Europe,Consumer,Web,Yes,Yes,30,30,0,2,0,8.4042,8.4042
542,FRA,Limited,RENEWAL,Web,79.0,USD,2019-03-02,2019-12-02,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,79.0,79.0
543,KOR,Limited,INITIAL_PURCHASE,Web,24.5,EUR,2019-12-28,2020-04-03,No,Yes,Off,Europe,Consumer,Web,No,Yes,5,4,0,1,0,26.950000000000003,26.950000000000003
544,HIN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-25,2020-06-26,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,15,0,0,0,0,35.97,35.97
546,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-09,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,12,9,6,3,2,199.0,199.0
548,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-03,2020-03-03,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,0,0,0,0,0.0,0.0
549,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-23,2020-04-23,Yes,No,Off,US/Canada,Consumer,App,No,Yes,1,1,0,1,0,35.97,35.97
551,HIN,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-05,2019-10-08,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,176,30,0,26,0,39.0,39.0
553,ESC,Limited,INITIAL_PURCHASE,Web,65.94,USD,2020-02-13,2021-02-13,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,77,25,1,23,1,65.94,65.94
554,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-24,2099-01-01,No,No,Off,Other,Consumer,Web,No,Yes,127,36,16,14,2,189.0,189.0
555,FRA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-17,2019-11-20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,55,0,0,0,0,39.0,39.0
558,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-27,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,199.0,199.0
560,ALL,Lifetime,INITIAL_PURCHASE,Web,190.0,EUR,2020-03-31,2099-01-01,No,No,Off,Europe,Consumer,Web,Yes,Yes,15,1,1,1,1,209.00000000000003,209.00000000000003
561,FAR,Limited,INITIAL_PURCHASE,Web,104.3,EUR,2019-08-04,2020-08-10,No,No,Off,Europe,Consumer,Web,No,Yes,4,3,0,1,0,114.73,114.73
562,ESP,Limited,INITIAL_PURCHASE,Web,39.16,USD,2019-09-27,2020-01-02,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,83,13,1,3,1,39.16,39.16
564,FRA,Limited,RENEWAL,Web,79.0,USD,2019-06-01,2019-12-04,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,2,0,0,0,0,79.0,79.0
566,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-17,2020-05-20,No,Yes,On,Other,Consumer,Web,Yes,Yes,5,0,0,0,0,35.97,35.97
568,TGL,Limited,INITIAL_PURCHASE,Web,120.0,EUR,2019-12-31,2022-01-03,No,Yes,Off,Europe,Consumer,Web,No,Yes,10,10,0,3,0,132.0,132.0
569,DEU,Limited,RENEWAL,Web,35.97,USD,2019-08-26,2020-06-09,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0,35.97,35.97
579,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-19,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,33,33,17,21,7,189.0,189.0
580,ITA,Limited,INITIAL_PURCHASE,Web,71.22,USD,2019-06-23,2020-06-23,Yes,No,On,US/Canada,Other,Web,Yes,Yes,1,0,0,0,0,71.22,71.22
582,ITA,Limited,RENEWAL,Web,119.0,USD,2019-09-29,2020-09-29,No,No,On,Other,Other,Unknown,No,No,5,1,0,1,0,119.0,119.0
583,ESP,Limited,RENEWAL,Web,79.0,USD,2019-05-15,2020-05-15,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,7,6,1,3,1,79.0,79.0
586,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-27,2020-05-05,No,Yes,On,Other,Consumer,Web,No,Yes,31,0,0,0,0,35.97,35.97
591,EBR,Limited,RENEWAL,Web,74.79,EUR,2019-09-28,2020-09-28,Yes,No,On,Europe,Consumer,App,No,Yes,2,0,0,0,0,82.26900000000002,82.26900000000002
593,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-22,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,124,35,21,23,10,189.0,189.0
596,ARA,Limited,INITIAL_PURCHASE,Web,20.87,EUR,2019-02-17,2020-02-20,No,Yes,Off,Europe,Consumer,Web,No,Yes,1,1,1,1,1,22.957000000000004,22.957000000000004
600,GRK,Lifetime,INITIAL_PURCHASE,Web,149.0,GBP,2019-07-29,2099-01-01,No,No,Off,Europe,Consumer,Web,No,Yes,4,4,4,1,1,187.74,187.74
601,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-29,2020-03-01,No,Yes,Off,Other,Consumer,Web,Yes,Yes,52,23,8,2,1,39.0,39.0
604,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-12,2019-11-12,No,No,Off,Other,Other,Unknown,No,No,33,4,0,3,0,0.0,0.0
609,ESC,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-29,2019-05-28,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,22,22,1,7,1,0.0,0.0
610,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-03-23,2099-01-01,No,No,Off,US/Canada,Consumer,Web,No,Yes,55,34,10,13,4,212.13,212.13
611,ALL,Lifetime,INITIAL_PURCHASE,Web,216.66,USD,2020-03-19,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,41,18,14,6,3,216.66,216.66
619,CHI,Limited,INITIAL_PURCHASE,Web,46.8,USD,2019-11-23,2020-05-15,No,No,Off,Europe,Consumer,Web,No,Yes,98,30,10,25,5,46.8,46.8
621,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-09-02,2020-03-02,No,No,Off,US/Canada,Consumer,Web,No,Yes,3,2,0,1,0,65.94,65.94
622,ESP,Limited,RENEWAL,Web,35.97,USD,2019-10-22,2020-07-22,No,No,On,US/Canada,Consumer,Web,Yes,Yes,15,13,0,2,0,35.97,35.97
624,ITA,Limited,RENEWAL,Web,79.0,USD,2019-02-03,2019-11-03,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,145,9,2,7,1,79.0,79.0
625,GRK,Limited,RENEWAL,Web,15.83,GBP,2019-07-13,2020-05-14,Yes,No,On,Europe,Consumer,App,No,Yes,9,9,0,2,0,19.945800000000002,19.945800000000002
628,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-09-08,2020-03-08,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,65.94,65.94
631,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-12,2019-12-12,No,No,Off,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,0.0,0.0
634,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-24,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199.0,199.0
635,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-29,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,198,66,57,11,2,189.0,189.0
636,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-11,2019-08-11,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,99,0,0,0,0,0.0,0.0
646,CHI,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-03,2020-01-03,No,No,Off,Other,Other,Unknown,No,No,28,0,0,0,0,0.0,0.0
647,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-26,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,157,53,20,19,3,189.0,189.0
651,DEU,Limited,RENEWAL,Web,10.83,GBP,2019-05-06,2019-09-07,Yes,No,Off,Europe,Consumer,Web,Yes,Yes,2,0,0,0,0,13.6458,13.6458
653,ESC,Limited,INITIAL_PURCHASE,Web,42.0,EUR,2020-01-13,2020-04-17,Yes,No,Off,Europe,Consumer,Web,No,Yes,10,3,2,2,1,46.2,46.2
655,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,2020-03-23,2021-03-23,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,3,0,2,0,104.39,104.39
659,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-17,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,205,118,6,83,2,199.0,199.0
661,ESP,Lifetime,INITIAL_PURCHASE,Web,0.0,USD,2018-12-28,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,2,0,1,0,0.0,0.0
662,ESP,Lifetime,INITIAL_PURCHASE,Web,0.0,USD,2019-02-04,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0.0,0.0
664,SVE,Limited,INITIAL_PURCHASE,Web,199.5,GBP,2019-10-27,2021-10-27,Yes,No,Off,Europe,Consumer,App,Yes,Yes,2,0,0,0,0,251.37,251.37
671,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-23,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,142,56,11,33,2,189.0,189.0
674,ALL,Lifetime,INITIAL_PURCHASE,Web,208.38,USD,2020-02-22,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,208.38,208.38
675,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-23,2099-01-01,No,Yes,Off,Other,Consumer,Web,No,Yes,134,39,22,12,2,189.0,189.0
683,ALL,Lifetime,INITIAL_PURCHASE,Web,158.0,USD,2020-02-12,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,7,5,0,2,0,158.0,158.0
684,POL,Limited,INITIAL_PURCHASE,Web,41.63,USD,2019-12-24,2020-03-24,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,14,6,3,2,1,41.63,41.63
689,DEU,Limited,INITIAL_PURCHASE,Web,72.0,EUR,2020-02-19,2020-08-19,No,No,On,Europe,Consumer,Web,No,Yes,56,31,18,7,3,79.2,79.2
690,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-18,2019-08-18,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,155,4,0,4,0,0.0,0.0
693,ENG,Limited,INITIAL_PURCHASE,Web,39.0,EUR,2020-01-03,2020-04-15,No,Yes,Off,Europe,Consumer,Web,No,Yes,15,7,4,2,1,42.900000000000006,42.900000000000006
695,RUS,Limited,INITIAL_PURCHASE,Web,51.94,USD,2019-08-26,2020-01-12,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,29,22,22,1,1,51.94,51.94
696,ALL,Lifetime,INITIAL_PURCHASE,Web,200.34,USD,2020-01-15,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,4,4,1,1,200.34,200.34
700,ESC,Limited,RENEWAL,Web,41.18,EUR,2020-01-06,2020-07-14,No,Yes,On,Europe,Consumer,Web,No,Yes,28,14,14,1,1,45.298,45.298
701,FRA,Lifetime,INITIAL_PURCHASE,Web,99.0,GBP,2019-11-26,2099-01-01,No,No,Off,Europe,Consumer,Web,No,Yes,2,2,0,1,0,124.74,124.74
704,EBR,Limited,INITIAL_PURCHASE,Web,63.6,EUR,2020-03-23,2021-03-23,No,No,Off,Europe,Consumer,Web,No,Yes,2,1,0,1,0,69.96000000000001,69.96000000000001
711,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-11,2019-11-11,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,102,0,0,0,0,0.0,0.0
712,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-16,2020-06-16,No,No,On,US/Canada,Consumer,Web,Yes,Yes,10,2,0,2,0,35.97,35.97
715,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-09,2020-05-18,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,12,10,0,2,0,0.0,0.0
719,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-09-21,2020-07-16,Yes,No,Off,Other,Consumer,App,No,Yes,18,18,0,1,0,65.94,65.94
721,EBR,Limited,INITIAL_PURCHASE,Web,49.0,EUR,2020-01-17,2020-07-21,No,No,On,Europe,Consumer,Web,Yes,Yes,1,1,0,1,0,53.900000000000006,53.900000000000006
722,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-09,2019-12-09,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,161,1,0,1,0,0.0,0.0
724,ESP,Limited,RENEWAL,Web,79.0,USD,2019-11-10,2020-05-14,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0,79.0,79.0
732,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-25,2019-10-25,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,200,26,5,12,2,35.97,35.97
733,EBR,Limited,INITIAL_PURCHASE,Web,59.0,GBP,2020-01-12,2020-04-12,No,No,Off,Europe,Consumer,Web,No,Yes,2,1,0,1,0,74.34,74.34
735,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-15,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,1,0,1,0,199.0,199.0
736,DEU,Limited,RENEWAL,Web,79.0,USD,2018-12-28,2020-03-28,No,No,On,US/Canada,Consumer,Web,No,Yes,4,3,3,1,1,79.0,79.0
737,FRA,Limited,RENEWAL,Web,35.97,USD,2020-01-15,2020-07-15,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,43,16,0,11,0,35.97,35.97
740,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-01,2019-12-01,No,No,Off,US/Canada,Consumer,Web,No,Yes,130,119,5,59,3,0.0,0.0
743,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-18,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,9,3,3,1,1,199.0,199.0
745,JPN,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-06,2019-09-06,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,72,0,0,0,0,0.0,0.0
747,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,2020-03-23,2099-01-01,No,No,Off,US/Canada,Consumer,Web,No,Yes,6,1,1,1,1,211.44,211.44
750,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-06-27,2020-03-30,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,35.97,35.97
753,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-06,2021-03-06,No,Yes,On,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0,95.88,95.88
754,ESC,Limited,INITIAL_PURCHASE,Web,53.4,GBP,2019-10-27,2020-04-27,Yes,No,Off,Europe,Consumer,App,No,Yes,1,0,0,0,0,67.28399999999999,67.28399999999999
755,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-14,2020-05-14,No,No,On,US/Canada,Consumer,Web,No,Yes,31,0,0,0,0,35.97,35.97
758,POL,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-21,2020-06-24,No,Yes,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0,35.97,35.97
