ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,USD Purchase Amount,USD Purchase Amount Clean
15743,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-09-02,2020-03-08,No,No,Off,US/Canada,Other,Web,Yes,Yes,7,6,1,3,1,65.94,65.94
15745,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-24,2020-02-24,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,48,9,0,8,0,0.0,0.0
15746,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-24,2019-12-23,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,160,2,0,2,0,0.0,0.0
15747,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-21,2020-06-24,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,15,3,0,1,0,35.97,35.97
15749,ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,2020-03-21,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0,211.64,211.64
15750,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-20,2019-04-20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,146,44,40,4,1,0.0,0.0
15752,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,2020-03-23,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,197,67,5,47,2,211.44,211.44
15757,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-27,2019-05-27,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,182,14,0,13,0,0.0,0.0
15758,ESC,Limited,INITIAL_PURCHASE,Web,94.0,EUR,2020-01-19,2020-07-19,Yes,No,Off,Europe,Consumer,App,No,Yes,1,1,0,1,0,103.4,103.4
15762,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-02,2020-06-02,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,18,13,10,3,1,35.97,35.97
15763,ALL,Lifetime,INITIAL_PURCHASE,Web,299.0,EUR,2020-03-30,2099-01-01,No,No,Off,Europe,Consumer,Web,Yes,Yes,44,44,34,2,1,328.90000000000003,328.90000000000003
15766,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-04,2019-05-04,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,45,0,0,0,0,0.0,0.0
15767,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-07,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,74,5,0,3,0,199.0,199.0
15775,ALL,Lifetime,INITIAL_PURCHASE,Web,201.0,USD,2020-02-21,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,132,112,2,83,1,201.0,201.0
15776,ALL,Limited,INITIAL_PURCHASE,Web,102.59,USD,2020-03-24,2021-03-24,No,No,On,US/Canada,Consumer,Web,Yes,Yes,196,42,9,27,5,102.59,102.59
15782,ITA,Limited,INITIAL_PURCHASE,Web,39.16,USD,2020-03-19,2020-06-22,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,17,17,0,5,0,39.16,39.16
15785,DEU,Lifetime,INITIAL_PURCHASE,Web,79.0,USD,2019-12-14,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,79.0,79.0
15790,EBR,Limited,RENEWAL,Web,40.83,GBP,2019-02-03,2020-06-07,No,No,On,Other,Other,Unknown,No,No,2,1,0,1,0,51.4458,51.4458
15791,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-04,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,189.0,189.0
15794,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,199,78,47,17,2,189.0,189.0
15797,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-12,2020-06-12,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,18,4,0,1,0,35.97,35.97
15799,ESP,Limited,RENEWAL,App,33.99,USD,2019-07-05,2020-07-05,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,33.99,33.99
15800,ALL,Limited,INITIAL_PURCHASE,Web,156.52,USD,2020-03-20,2022-03-20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,158,20,3,8,2,156.52,156.52
15803,FRA,Limited,RENEWAL,Web,79.0,USD,2019-05-12,2020-05-12,No,No,On,US/Canada,Consumer,Web,No,Yes,11,11,0,1,0,79.0,79.0
15804,ESP,Limited,RENEWAL,Web,35.97,USD,2019-03-12,2020-06-27,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,35.97,35.97
15805,FRA,Limited,INITIAL_PURCHASE,Web,35.6,EUR,2020-03-20,2020-09-23,No,Yes,Off,Europe,Consumer,Web,No,Yes,3,0,0,0,0,39.160000000000004,39.160000000000004
15808,ESP,Limited,RENEWAL,Web,119.0,USD,2019-03-13,2020-09-13,No,No,On,Other,Other,Unknown,No,No,3,0,0,0,0,119.0,119.0
15813,FRA,Limited,RENEWAL,Web,10.83,GBP,2019-02-18,2020-02-19,Yes,No,Off,Europe,Consumer,Web,No,Yes,8,6,0,3,0,13.6458,13.6458
15817,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-23,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,30,3,3,1,1,199.0,199.0
15818,FRA,Limited,INITIAL_PURCHASE,Web,39.6,USD,2020-02-07,2020-05-11,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,23,18,5,6,2,39.6,39.6
15819,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,2020-01-24,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,36,29,6,11,1,212.93,212.93
15820,ALL,Lifetime,INITIAL_PURCHASE,Web,216.16,USD,2020-03-20,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,11,9,0,2,0,216.16,216.16
15821,ESP,Limited,RENEWAL,Web,35.97,USD,2019-06-27,2020-06-27,No,No,On,Other,Other,Unknown,No,No,15,14,0,2,0,35.97,35.97
15824,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-06-23,2020-06-25,No,No,Off,Other,Other,Unknown,No,No,24,1,0,1,0,35.97,35.97
15826,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-10,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,172,52,0,39,0,210.94,210.94
15827,EBR,Limited,INITIAL_PURCHASE,Web,38.33,EUR,2018-10-25,2019-07-01,Yes,No,On,Europe,Consumer,App,Yes,Yes,24,0,0,0,0,42.163000000000004,42.163000000000004
15828,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-11,2020-05-21,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,13,1,0,1,0,35.97,35.97
15829,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,2020-02-26,2020-05-26,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,148,47,27,20,8,38.06,38.06
15830,ESP,Limited,RENEWAL,Web,169.0,USD,2019-01-15,2021-01-15,No,No,On,US/Canada,Other,Web,Yes,Yes,1,1,0,1,0,169.0,169.0
15834,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-21,2019-12-21,No,No,Off,US/Canada,Consumer,Web,No,Yes,118,5,3,3,1,0.0,0.0
15836,ARA,Limited,RENEWAL,Web,79.0,USD,2019-06-20,2019-12-23,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,146,7,0,5,0,79.0,79.0
15841,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-14,2020-01-14,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,0.0,0.0
15846,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-17,2019-08-17,No,No,Off,Other,Other,Unknown,No,No,2,1,0,1,0,0.0,0.0
15848,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-25,2019-07-24,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,86,1,0,1,0,0.0,0.0
15851,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2020-03-29,2020-09-29,No,No,On,US/Canada,Other,Web,Yes,Yes,10,9,9,1,1,65.94,65.94
15852,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-23,2019-10-26,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,122,0,0,0,0,39.0,39.0
15853,ITA,Limited,INITIAL_PURCHASE,Web,71.22,USD,2019-09-11,2020-03-11,No,No,Off,Other,Other,Unknown,No,No,21,10,2,5,1,71.22,71.22
15858,HIN,Limited,RENEWAL,Web,79.0,USD,2019-06-19,2019-12-19,No,No,Off,US/Canada,Consumer,Web,No,Yes,2,1,0,1,0,79.0,79.0
15859,JPN,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-25,2020-02-25,No,No,Off,Other,Other,Unknown,No,No,13,3,0,2,0,0.0,0.0
15860,ESP,Limited,INITIAL_PURCHASE,Web,37.66,USD,2020-03-28,2020-07-07,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,37.66,37.66
15863,GRK,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-18,2020-06-18,No,No,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0,35.97,35.97
15864,ESP,Limited,RENEWAL,Web,119.0,USD,2018-11-08,2020-05-08,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,1,0,1,0,119.0,119.0
15866,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-09,2019-06-09,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,156,0,0,0,0,0.0,0.0
15870,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-31,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,199.0,199.0
15872,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-17,2021-03-17,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,0.0,0.0
15874,ALL,Lifetime,INITIAL_PURCHASE,Web,208.95,USD,2020-03-20,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,65,48,32,11,1,208.95,208.95
15876,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-03-07,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,140,5,1,2,1,212.13,212.13
15877,ALL,Lifetime,INITIAL_PURCHASE,Web,201.76,USD,2020-03-01,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,30,6,2,4,1,201.76,201.76
15879,ESP,Limited,RENEWAL,Web,79.0,USD,2019-05-04,2019-11-04,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,70,0,0,0,0,79.0,79.0
15880,JPN,Limited,INITIAL_PURCHASE,Web,39.0,USD,2020-01-04,2020-04-04,No,No,Off,Other,Other,Unknown,No,No,18,6,0,1,0,39.0,39.0
15881,EBR,Limited,INITIAL_PURCHASE,Web,49.0,EUR,2020-03-23,2020-06-23,No,No,Off,Other,Other,Unknown,No,No,5,2,0,1,0,53.900000000000006,53.900000000000006
15882,POR,Limited,INITIAL_PURCHASE,App,59.99,USD,2019-11-18,2020-05-18,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,59.99,59.99
15883,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-31,2020-01-31,No,No,Off,Other,Other,Unknown,No,No,13,1,0,1,0,0.0,0.0
15884,ESP,Limited,INITIAL_PURCHASE,Web,38.88,USD,2020-03-06,2020-06-06,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,50,11,8,3,1,38.88,38.88
15889,ALL,Lifetime,INITIAL_PURCHASE,Web,209.75,USD,2020-03-15,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,No,Yes,7,4,0,2,0,209.75,209.75
15893,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-01,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,260,251,29,125,8,189.0,189.0
15894,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,EUR,2020-03-19,2099-01-01,Yes,No,Off,Europe,Consumer,App,No,Yes,1,0,0,0,0,218.9,218.9
15897,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-21,2020-06-21,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,35.97,35.97
15903,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2020-01-25,2020-04-25,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,76,43,18,23,8,39.0,39.0
15905,ALL,Limited,INITIAL_PURCHASE,Web,107.29,USD,2020-03-25,2021-03-25,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,10,6,0,5,0,107.29,107.29
15907,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-27,2019-05-27,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0.0,0.0
15908,TUR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-11-21,2020-04-27,No,Yes,On,Europe,Consumer,Web,No,Yes,71,30,10,14,3,39.0,39.0
15910,ITA,Limited,RENEWAL,Web,79.0,USD,2019-06-28,2020-01-01,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,44,0,0,0,0,79.0,79.0
15914,ENG,Limited,RENEWAL,Web,35.97,USD,2018-12-07,2020-06-07,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,35.97,35.97
15915,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-01,2019-08-01,No,No,On,US/Canada,Consumer,Web,Yes,Yes,38,0,0,0,0,0.0,0.0
15917,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-10-31,2020-10-31,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,65.94,65.94
15923,ALL,Lifetime,INITIAL_PURCHASE,Web,198.45,USD,2020-02-27,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,291,282,123,131,3,198.45,198.45
15924,TGL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-30,2021-04-30,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,0.0,0.0
15927,ESP,Limited,INITIAL_PURCHASE,Web,69.0,USD,2020-03-24,2021-03-27,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,165,27,0,17,0,69.0,69.0
15928,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-16,2020-01-16,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,78,0,0,0,0,0.0,0.0
15930,DEU,Limited,RENEWAL,Web,79.0,USD,2018-10-12,2020-04-13,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,11,6,2,1,79.0,79.0
15932,ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,2020-03-07,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,223,104,26,22,3,179.1,179.1
15933,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,2020-03-16,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,184,44,14,24,3,212.93,212.93
15934,ALL,Lifetime,INITIAL_PURCHASE,Web,200.81,USD,2020-02-26,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,74,67,57,4,3,200.81,200.81
15936,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-17,2019-06-17,No,No,On,Other,Other,Unknown,No,No,39,0,0,0,0,0.0,0.0
15939,FRA,Limited,RENEWAL,Web,79.0,USD,2019-03-20,2020-03-20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,19,6,0,3,0,79.0,79.0
15940,ALL,Limited,RENEWAL,Web,179.0,USD,2019-03-29,2021-04-03,No,No,On,Other,Other,Unknown,No,No,6,2,1,2,1,179.0,179.0
15941,ENG,Limited,RENEWAL,Web,16.81,EUR,2018-10-02,2020-05-02,No,No,On,Other,Other,Unknown,No,No,6,0,0,0,0,18.491,18.491
15942,JPN,Limited,RENEWAL,Web,79.0,USD,2018-11-17,2020-02-17,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,79,35,0,32,0,79.0,79.0
15943,SVE,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-26,2020-11-26,No,No,On,US/Canada,Consumer,Web,Yes,Yes,21,20,0,1,0,0.0,0.0
15946,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-17,2019-08-20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,0.0,0.0
15949,HIN,Limited,INITIAL_PURCHASE,Web,39.0,GBP,2019-12-30,2020-04-02,No,Yes,Off,Europe,Consumer,Web,No,Yes,2,2,0,1,0,49.14,49.14
15952,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-29,2099-01-01,No,Yes,Off,Other,Consumer,Web,No,Yes,2,1,0,1,0,189.0,189.0
15953,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-25,2019-10-25,No,No,On,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0.0,0.0
15954,TGL,Limited,INITIAL_PURCHASE,App,79.99,USD,2020-01-06,2021-01-06,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,79.99,79.99
15960,TGL,Lifetime,INITIAL_PURCHASE,Web,179.0,USD,2019-12-02,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,179.0,179.0
15961,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-01,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,199.0,199.0
15963,ESC,Limited,RENEWAL,Web,15.97,EUR,2019-10-30,2020-05-03,No,Yes,On,Europe,Consumer,Web,No,Yes,16,15,0,2,0,17.567000000000004,17.567000000000004
15964,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,2020-03-08,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,171,35,6,17,3,212.93,212.93
15966,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-07,2019-10-07,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0.0,0.0
15969,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,USD,2020-02-27,2099-01-01,No,No,Off,Europe,Consumer,Web,No,Yes,5,4,4,1,1,236.81,236.81
15970,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-30,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,107,19,5,12,1,199.0,199.0
15971,SVE,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-07,2020-04-07,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,15,10,8,2,1,0.0,0.0
15972,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,2019-06-13,2020-06-13,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,33,33,0,7,0,107.88,107.88
15974,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-20,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,189.0,189.0
15975,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-02-24,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,30,4,0,2,0,210.94,210.94
15977,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-13,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,176,112,85,33,13,199.0,199.0
15978,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-12,2019-04-12,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,147,0,0,0,0,0.0,0.0
15981,RUS,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-27,2019-11-27,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,196,22,2,17,2,0.0,0.0
15982,ALL,Lifetime,INITIAL_PURCHASE,Web,110.0,EUR,2020-03-31,2099-01-01,No,Yes,Off,Europe,Consumer,Web,No,Yes,35,34,33,3,2,121.00000000000001,121.00000000000001
15983,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-08,2019-12-03,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,14,0,0,0,0,79.0,79.0
15986,FRA,Limited,INITIAL_PURCHASE,Web,49.0,GBP,2020-03-31,2020-06-30,No,No,On,Europe,Consumer,Web,Yes,Yes,61,6,2,5,1,61.74,61.74
15991,ALL,Lifetime,INITIAL_PURCHASE,Web,221.13,USD,2020-02-27,2099-01-01,Yes,No,Off,Europe,Consumer,App,No,Yes,164,76,1,35,1,221.13,221.13
15996,ITA,Limited,RENEWAL,Web,119.0,USD,2019-02-20,2020-08-20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,8,0,3,0,119.0,119.0
15997,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,2020-03-16,2021-03-16,No,No,On,US/Canada,Consumer,Web,Yes,Yes,9,3,3,1,1,104.39,104.39
16001,ITA,Limited,RENEWAL,Web,35.97,USD,2019-03-10,2020-06-10,No,No,On,US/Canada,Consumer,Web,Yes,Yes,19,18,0,3,0,35.97,35.97
16005,TGL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-20,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,18,7,0,2,0,199.0,199.0
16008,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-16,2020-06-19,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,8,3,0,1,0,35.97,35.97
16012,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-16,2020-04-19,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,11,10,0,3,0,79.0,79.0
16013,ITA,Limited,RENEWAL,Web,35.97,USD,2019-06-25,2020-06-25,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,8,6,0,2,0,35.97,35.97
16014,SVE,Lifetime,INITIAL_PURCHASE,Web,248.75,USD,2020-02-10,2099-01-01,No,Yes,Off,Europe,Consumer,Web,No,Yes,1,0,0,0,0,248.75,248.75
16015,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-01,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,139,39,3,34,2,189.0,189.0
16016,ALL,Lifetime,INITIAL_PURCHASE,Web,197.91,USD,2020-03-04,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,5,0,3,0,197.91,197.91
16018,ITA,Limited,INITIAL_PURCHASE,Web,70.56,USD,2019-06-26,2019-12-26,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,70.56,70.56
16019,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-02,2019-12-02,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,16,0,0,0,0,35.97,35.97
16025,RUS,Limited,INITIAL_PURCHASE,Web,0.0,EUR,2018-11-09,2019-11-09,No,Yes,Off,Europe,Consumer,App,Yes,Yes,124,9,0,5,0,0.0,0.0
16032,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-08,2019-07-08,No,No,Off,US/Canada,Consumer,Web,No,Yes,75,35,1,26,1,0.0,0.0
16037,JPN,Limited,INITIAL_PURCHASE,Web,8.29,GBP,2018-11-10,2020-11-10,No,No,On,Europe,Consumer,Web,Yes,Yes,46,2,0,1,0,10.4454,10.4454
16038,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-06,2020-01-06,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,126,0,0,0,0,0.0,0.0
16040,ALL,Lifetime,INITIAL_PURCHASE,Web,216.16,USD,2020-03-21,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,189,32,30,3,1,216.16,216.16
16043,ESP,Limited,INITIAL_PURCHASE,Web,19.99,USD,2020-03-18,2020-04-24,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,22,15,4,8,2,19.99,19.99
16046,ALL,Limited,INITIAL_PURCHASE,Web,159.0,GBP,2020-03-30,2021-03-30,No,No,On,Europe,Consumer,Web,No,Yes,34,0,0,0,0,200.34,200.34
16048,ESP,Limited,RENEWAL,Web,35.97,USD,2019-12-22,2020-06-22,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,1,1,1,1,35.97,35.97
16050,RUS,Limited,RENEWAL,Web,83.19,EUR,2019-10-24,2020-04-29,No,Yes,Off,Europe,Consumer,Web,No,Yes,2,0,0,0,0,91.509,91.509
16052,ALL,Lifetime,INITIAL_PURCHASE,Web,200.34,USD,2020-02-21,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,124,18,9,5,2,200.34,200.34
16053,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-08,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,148,48,16,23,7,189.0,189.0
16055,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-17,2020-06-25,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,8,3,3,1,1,35.97,35.97
16061,ALL,Limited,RENEWAL,Web,179.0,USD,2019-04-13,2021-04-13,No,No,On,US/Canada,Consumer,Web,No,Yes,3,2,0,1,0,179.0,179.0
16064,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-05,2099-01-01,No,No,Off,US/Canada,Consumer,Web,No,Yes,138,13,0,12,0,199.0,199.0
16068,FRA,Limited,INITIAL_PURCHASE,Web,42.9,USD,2019-07-21,2019-10-24,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,61,0,0,0,0,42.9,42.9
16069,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,123,110,3,25,1,189.0,189.0
16070,TUR,Limited,RENEWAL,Web,79.0,USD,2019-10-22,2020-04-22,No,No,Off,Other,Other,Unknown,No,No,12,7,3,5,1,79.0,79.0
16071,ALL,Limited,INITIAL_PURCHASE,Web,39.16,USD,2019-03-20,2020-06-18,No,No,On,Other,Other,Unknown,No,No,17,15,8,4,1,39.16,39.16
16072,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-16,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199.0,199.0
16073,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-23,2019-10-23,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,190,19,4,16,3,0.0,0.0
16077,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-19,2020-06-19,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,0.0,0.0
16080,ALL,Lifetime,INITIAL_PURCHASE,Web,208.95,USD,2020-03-09,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,291,161,0,23,0,208.95,208.95
